kind	scale_design	df_label	n	k_extremes	magnitude	repetition	n_perm	c_delta	divergence_correlation	p_value	rejected	x_max_is_background	y_max_is_background	either_max_is_background	both_max_are_background	background_topk_index_overlap	background_max_over_planted_mean_x	background_max_over_planted_mean_y	either_background_max_exceeds_planted_mean	planted_product_to_background_product	planted_product_to_random_pairing	mechanism_contrast	background_max_product_exceeds_planted_mean_product
l1	common_scale_parameter	t3	80	2	8.0	125	299	1.16128192	0.18998863	0.06333333	0.0	1.0	1.0	1.0	1.0	0.0	2.05895806	2.32247934	1.0	14.59967105	3.60998071	9.14768118	0.0
l1	common_scale_parameter	t3	80	2	8.0	126	299	1.29487064	0.60262075	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.41278698	0.98422375	0.0	21.24325769	3.5710205	13.14959088	0.0
l1	common_scale_parameter	t3	80	2	8.0	127	299	1.29366354	0.61363907	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.13809889	0.46206362	1.0	22.28922448	4.75164041	14.8583232	0.0
l1	common_scale_parameter	t3	80	2	8.0	128	299	1.27765813	0.59028141	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.68733483	0.75195793	0.0	23.70453171	4.2472106	14.77113152	0.0
l1	common_scale_parameter	t3	80	2	8.0	129	299	1.28228236	0.62481058	0.00333333	1.0	0.0	0.0	0.0	0.0	0.5	0.84097439	0.80036256	0.0	20.30750068	4.06150299	13.23848914	0.0
l1	common_scale_parameter	t3	80	2	8.0	130	299	1.26648162	0.63186767	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.53351739	0.7937083	0.0	22.40706755	4.24507414	14.13073952	0.0
l1	common_scale_parameter	t3	80	2	8.0	131	299	1.20125778	0.4363756	0.00333333	1.0	1.0	1.0	1.0	1.0	0.0	1.18619438	1.12923836	1.0	15.77461085	3.79550156	10.19215742	0.0
l1	common_scale_parameter	t3	80	2	8.0	132	299	1.18883589	0.36579598	0.02666667	1.0	1.0	0.0	1.0	0.0	0.0	1.7512591	0.66542221	1.0	18.47330138	4.38688698	11.80061191	0.0
l1	common_scale_parameter	t3	80	2	8.0	133	299	1.3181749	0.72701886	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.71910488	0.70534765	0.0	21.57789858	4.35543663	14.46922653	0.0
l1	common_scale_parameter	t3	80	2	8.0	134	299	1.39818321	0.45764289	0.03666667	1.0	1.0	0.0	1.0	0.0	0.0	2.80646378	0.45408063	1.0	19.50444725	5.53684993	15.27778881	1.0
l1	common_scale_parameter	t3	80	2	8.0	135	299	1.27860011	0.6766591	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.70246084	0.54822297	0.0	22.18766317	4.31135499	14.24407935	0.0
l1	common_scale_parameter	t3	80	2	8.0	136	299	1.32174288	0.61014153	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.61794291	1.37262378	1.0	22.4814642	4.19262879	14.72140891	0.0
l1	common_scale_parameter	t3	80	2	8.0	137	299	1.14438924	0.27208969	0.04666667	1.0	1.0	1.0	1.0	1.0	0.0	1.10379647	2.05409925	1.0	13.86733317	3.51105316	8.58732317	0.0
l1	common_scale_parameter	t3	80	2	8.0	138	299	1.19432232	0.36112979	0.01	1.0	1.0	1.0	1.0	1.0	0.0	1.36967553	1.37762879	1.0	12.84002652	3.43606925	8.38899562	0.0
l1	common_scale_parameter	t3	80	2	8.0	139	299	1.23292871	0.37183717	0.03	1.0	0.0	1.0	1.0	0.0	0.0	0.4963515	2.05687883	1.0	20.49560503	3.75978839	12.47056686	0.0
l1	common_scale_parameter	t3	80	2	8.0	140	299	1.30718576	0.73329132	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.45235307	0.4335673	0.0	24.82053431	4.38135049	15.69387474	0.0
l1	common_scale_parameter	t3	80	2	8.0	141	299	1.23929897	0.60440687	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.02661546	0.89638832	1.0	14.86002609	3.85105811	10.12546764	0.0
l1	common_scale_parameter	t3	80	2	8.0	142	299	1.2344608	0.40325902	0.01	1.0	1.0	0.0	1.0	0.0	0.0	1.35288644	0.8853845	1.0	19.87888793	3.56187745	11.9908276	0.0
l1	common_scale_parameter	t3	80	2	8.0	143	299	1.18288848	0.33926688	0.04666667	1.0	1.0	0.0	1.0	0.0	0.0	1.98543523	0.53317372	1.0	14.98475309	4.06297423	9.9010565	0.0
l1	common_scale_parameter	t3	80	2	8.0	144	299	1.324856	0.6622262	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.71030956	0.59294189	0.0	27.30181427	4.67472445	17.15392579	0.0
l1	common_scale_parameter	t3	80	2	8.0	145	299	1.23511108	0.38309106	0.01333333	1.0	1.0	0.0	1.0	0.0	0.0	1.78004235	0.87578213	1.0	20.65854548	4.50177723	13.30753462	0.0
l1	common_scale_parameter	t3	80	2	8.0	146	299	1.21262843	0.43411233	0.00666667	1.0	1.0	0.0	1.0	0.0	0.0	1.49760117	0.69206368	1.0	18.25532668	3.99187488	11.59118814	0.0
l1	common_scale_parameter	t3	80	2	8.0	147	299	1.0376792	0.0343007	0.17666667	0.0	0.0	1.0	1.0	0.0	0.0	0.73449603	7.13445091	1.0	11.0027414	2.31183842	5.18266413	1.0
l1	common_scale_parameter	t3	80	2	8.0	148	299	1.30986621	0.7352972	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.50712977	0.65149761	0.0	23.0798466	4.55847106	15.20594623	0.0
l1	common_scale_parameter	t3	80	2	8.0	149	299	1.25141406	0.61043078	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.94916214	0.59987112	0.0	18.56607564	4.32162739	12.40846633	0.0
l1	common_scale_parameter	t3	80	2	8.0	150	299	1.25240815	0.63600928	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.71836735	0.67691467	0.0	20.04440203	3.91491262	12.66262428	0.0
l1	common_scale_parameter	t3	80	2	8.0	151	299	1.31061845	0.56799505	0.01	1.0	0.0	1.0	1.0	0.0	0.0	0.69964266	1.02412327	1.0	26.54218752	5.04148682	17.01902119	0.0
l1	common_scale_parameter	t3	80	2	8.0	152	299	1.21829716	0.36376033	0.04	1.0	1.0	0.0	1.0	0.0	0.0	1.88535073	0.91065352	1.0	18.43340306	3.934293	11.66516726	0.0
l1	common_scale_parameter	t3	80	2	8.0	153	299	1.3332403	0.73116931	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.51785545	0.49440598	0.0	26.86585951	4.49090218	16.90880371	0.0
l1	common_scale_parameter	t3	80	2	8.0	154	299	1.1774728	0.35073916	0.01	1.0	1.0	0.0	1.0	0.0	0.0	1.48182643	0.89104649	1.0	14.83731483	3.46004585	9.22877683	0.0
l1	common_scale_parameter	t3	80	2	8.0	155	299	1.30585108	0.75356786	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.54516687	0.49529193	0.0	22.73153811	4.20008465	14.65476274	0.0
l1	common_scale_parameter	t3	80	2	8.0	156	299	1.2294858	0.55811567	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.172239	0.52266175	1.0	17.17763186	4.37790591	11.60284515	0.0
l1	common_scale_parameter	t3	80	2	8.0	157	299	1.09900301	0.20641426	0.04666667	1.0	1.0	1.0	1.0	1.0	0.0	1.17532738	1.49108386	1.0	12.44900445	3.0322709	7.12902468	0.0
l1	common_scale_parameter	t3	80	2	8.0	158	299	1.33547172	0.59992203	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.11255769	0.51333813	1.0	25.92767483	4.8955603	16.97445877	0.0
l1	common_scale_parameter	t3	80	2	8.0	159	299	1.18530165	0.46993604	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.74231519	0.80601477	0.0	17.8092123	4.12992954	11.26436572	0.0
l1	common_scale_parameter	t3	80	2	8.0	160	299	1.22541885	0.46651445	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.81117202	1.04642439	1.0	20.63760489	4.25964514	12.9801751	0.0
l1	common_scale_parameter	t3	80	2	8.0	161	299	1.18058642	0.53351316	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.98709404	0.44116496	0.0	17.24405598	4.30338448	11.11397819	0.0
l1	common_scale_parameter	t3	80	2	8.0	162	299	1.24664256	0.61849837	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.65217337	0.60985312	0.0	20.86221632	4.0183804	13.05366662	0.0
l1	common_scale_parameter	t3	80	2	8.0	163	299	1.242014	0.4078884	0.00666667	1.0	1.0	1.0	1.0	1.0	0.0	1.00221518	1.54887602	1.0	20.36690648	3.69102858	12.42619127	0.0
l1	common_scale_parameter	t3	80	2	8.0	164	299	1.17786514	0.36404196	0.01333333	1.0	1.0	0.0	1.0	0.0	0.0	1.05111804	0.98412513	1.0	18.10291354	4.09268038	11.28685582	0.0
l1	common_scale_parameter	t3	80	2	8.0	165	299	1.30292438	0.62923712	0.00666667	1.0	1.0	0.0	1.0	0.0	0.0	1.04331953	0.4895144	1.0	24.24016471	4.68663079	15.71414221	0.0
l1	common_scale_parameter	t3	80	2	8.0	166	299	1.22585535	0.51427046	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.75876698	0.79993922	0.0	19.43057681	4.02093187	12.25064493	0.0
l1	common_scale_parameter	t3	80	2	8.0	167	299	1.17462819	0.38003114	0.00666667	1.0	1.0	0.0	1.0	0.0	0.0	1.18092929	0.86253534	1.0	17.09093357	4.19774646	10.905896	0.0
l1	common_scale_parameter	t3	80	2	8.0	168	299	1.34110803	0.6895609	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.53745399	1.02952886	1.0	22.23084779	4.30657947	14.95395282	0.0
l1	common_scale_parameter	t3	80	2	8.0	169	299	1.23155328	0.55538673	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.95118638	0.49952314	0.0	19.23719047	4.63902359	12.76476184	0.0
l1	common_scale_parameter	t3	80	2	8.0	170	299	1.26069101	0.61629727	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.80059358	0.55390562	0.0	20.79900071	4.41405883	13.56594562	0.0
l1	common_scale_parameter	t3	80	2	8.0	171	299	1.18041266	0.36958989	0.02	1.0	1.0	0.0	1.0	0.0	0.0	1.924263	0.53584892	1.0	17.95241812	4.3163244	11.4353001	0.0
l1	common_scale_parameter	t3	80	2	8.0	172	299	1.21533513	0.53504934	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.12103865	0.58513294	1.0	18.08771918	4.28978681	11.81215685	0.0
l1	common_scale_parameter	t3	80	2	8.0	173	299	1.17207358	0.38188273	0.01666667	1.0	1.0	1.0	1.0	1.0	0.0	1.17443671	1.40635698	1.0	13.89170839	3.59541477	8.8887503	0.0
l1	common_scale_parameter	t3	80	2	8.0	174	299	1.36243611	0.62731803	0.00333333	1.0	0.0	0.0	0.0	0.0	0.5	0.8790126	0.85354221	0.0	23.93740336	4.62605009	16.24679953	0.0
l1	common_scale_parameter	t3	80	2	8.0	175	299	1.3788305	0.60339036	0.00333333	1.0	1.0	0.0	1.0	0.0	0.5	1.81093379	0.67699348	1.0	16.44822279	4.11752825	12.38728225	1.0
l1	common_scale_parameter	t3	80	2	8.0	176	299	1.27924685	0.53797545	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.55093027	1.03815427	1.0	24.43437396	4.6072715	15.432132	0.0
l1	common_scale_parameter	t3	80	2	8.0	177	299	1.31520007	0.69294812	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.70843118	0.63433602	0.0	23.83171522	4.62348245	15.63814183	0.0
l1	common_scale_parameter	t3	80	2	8.0	178	299	1.19701216	0.4543049	0.00666667	1.0	0.0	1.0	1.0	0.0	0.0	0.69514022	1.24268351	1.0	17.77163934	3.82766969	11.07258019	0.0
l1	common_scale_parameter	t3	80	2	8.0	179	299	1.25359966	0.59536337	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.88575327	0.52001004	0.0	21.29627036	4.39875759	13.68428529	0.0
l1	common_scale_parameter	t3	80	2	8.0	180	299	1.23715728	0.57219089	0.00666667	1.0	0.0	0.0	0.0	0.0	0.0	0.70837201	0.80691954	0.0	19.58889249	4.16450182	12.57250436	0.0
l1	common_scale_parameter	t3	80	2	8.0	181	299	1.24522673	0.57839336	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.91299675	0.75570796	0.0	15.95635284	3.90041793	10.75408814	0.0
l1	common_scale_parameter	t3	80	2	8.0	182	299	1.1514136	0.28260488	0.03333333	1.0	0.0	1.0	1.0	0.0	0.0	0.69867827	2.0401853	1.0	16.47544782	3.38011304	9.63150412	0.0
l1	common_scale_parameter	t3	80	2	8.0	183	299	1.16159471	0.33395231	0.02333333	1.0	0.0	1.0	1.0	0.0	0.0	0.72395028	1.48864687	1.0	17.50128694	3.4224489	10.1869439	0.0
l1	common_scale_parameter	t3	80	2	8.0	184	299	1.32656715	0.72691515	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.72450233	0.59630795	0.0	21.70232509	4.62868213	14.87242328	0.0
l1	common_scale_parameter	t3	80	2	8.0	185	299	1.20287863	0.36231788	0.04333333	1.0	1.0	0.0	1.0	0.0	0.0	2.12748666	0.62762413	1.0	17.64517894	4.3401982	11.53473412	0.0
l1	common_scale_parameter	t3	80	2	8.0	186	299	1.3601732	0.77216239	0.00333333	1.0	0.0	0.0	0.0	0.0	0.5	0.636942	0.54217371	0.0	24.98435136	4.3939493	16.4096312	0.0
l1	common_scale_parameter	t3	80	2	8.0	187	299	1.26419816	0.57938597	0.00666667	1.0	0.0	0.0	0.0	0.0	0.0	0.86140078	0.73321883	0.0	19.95030641	4.55287978	13.35466441	0.0
l1	common_scale_parameter	t3	80	2	8.0	188	299	1.27205654	0.62542022	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.92487412	0.97650482	0.0	18.92802761	3.87407007	12.33425449	0.0
l1	common_scale_parameter	t3	80	2	8.0	189	299	1.20725836	0.42219962	0.01	1.0	1.0	1.0	1.0	1.0	0.0	1.11497429	1.41175809	1.0	17.93548955	3.85855864	11.26970092	0.0
l1	common_scale_parameter	t3	80	2	8.0	190	299	1.2561297	0.62764965	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.52551492	0.77575513	0.0	20.40774287	3.78717132	12.70267271	0.0
l1	common_scale_parameter	t3	80	2	8.0	191	299	1.25478137	0.59783314	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.74007225	0.66248639	0.0	21.3476923	4.46903611	13.78203274	0.0
l1	common_scale_parameter	t3	80	2	8.0	192	299	1.24462545	0.5372806	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.0503464	0.59687377	1.0	22.24707813	3.83980308	13.37413021	0.0
l1	common_scale_parameter	t3	80	2	8.0	193	299	1.28286756	0.56113941	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.13428745	0.92860818	1.0	18.2120366	4.58380729	12.77118563	0.0
l1	common_scale_parameter	t3	80	2	8.0	194	299	1.20455522	0.54807666	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.79249254	0.64111709	0.0	17.83790458	3.96961554	11.31212677	0.0
l1	common_scale_parameter	t3	80	2	8.0	195	299	1.3043957	0.6894099	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.93917743	0.41359986	0.0	20.56407944	4.21739962	13.74214229	0.0
l1	common_scale_parameter	t3	80	2	8.0	196	299	1.23160258	0.6494025	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.55789931	0.61903156	0.0	19.15825414	3.97419316	12.14493931	0.0
l1	common_scale_parameter	t3	80	2	8.0	197	299	1.27886267	0.51270261	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.62584524	1.27970939	1.0	23.74651261	4.66934139	15.21341242	0.0
l1	common_scale_parameter	t3	80	2	8.0	198	299	1.36076087	0.83471967	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.45004849	0.3862377	0.0	26.69316163	4.66361748	17.37436164	0.0
l1	common_scale_parameter	t3	80	2	8.0	199	299	1.25472976	0.58124555	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.60741087	0.8102656	0.0	22.36128975	3.85019189	13.53955166	0.0
l1	common_scale_parameter	t3	80	2	8.0	200	299	1.28413939	0.7336972	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.44882323	0.68401923	0.0	22.17415862	4.22702723	14.2140844	0.0
l1	common_scale_parameter	t3	80	2	8.0	201	299	1.26540418	0.60512405	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.41523122	0.91265625	0.0	20.77833266	3.73682206	12.88547101	0.0
l1	common_scale_parameter	t3	80	2	8.0	202	299	1.25115581	0.64663571	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.79517437	0.5545583	0.0	18.17712641	4.23551154	12.15378013	0.0
l1	common_scale_parameter	t3	80	2	8.0	203	299	1.1717242	0.39625102	0.02	1.0	0.0	1.0	1.0	0.0	0.0	0.44333004	1.52842291	1.0	17.99324209	3.65372086	10.74710087	0.0
l1	common_scale_parameter	t3	80	2	8.0	204	299	1.35215916	0.78085414	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.68678128	0.4065826	0.0	27.2061141	4.49012872	17.27582824	0.0
l1	common_scale_parameter	t3	80	2	8.0	205	299	1.19772414	0.46373998	0.00666667	1.0	0.0	1.0	1.0	0.0	0.0	0.67218718	1.36377754	1.0	17.30967832	3.6022692	10.63895086	0.0
l1	common_scale_parameter	t3	80	2	8.0	206	299	1.2022826	0.46196794	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.76097818	0.92088853	0.0	17.53597621	3.45222301	10.59577492	0.0
l1	common_scale_parameter	t3	80	2	8.0	207	299	1.31475343	0.61901083	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.41026147	1.09532878	1.0	22.81450546	4.05489634	14.62317529	0.0
l1	common_scale_parameter	t3	80	2	8.0	208	299	1.21669218	0.46401629	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.79926442	1.03653337	1.0	19.30705134	3.84533649	11.9243541	0.0
l1	common_scale_parameter	t3	80	2	8.0	209	299	1.3055053	0.59192393	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.48444198	1.25937856	1.0	23.04187941	4.37404869	14.96026605	0.0
l1	common_scale_parameter	t3	80	2	8.0	210	299	1.19893239	0.50614558	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.75677848	1.03976875	1.0	16.32121132	3.83156199	10.45600087	0.0
l1	common_scale_parameter	t3	80	2	8.0	211	299	1.28641691	0.63479951	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.60633322	0.54122833	0.0	24.54840047	4.23858266	15.18779186	0.0
l1	common_scale_parameter	t3	80	2	8.0	212	299	1.21310418	0.52172678	0.01	1.0	1.0	0.0	1.0	0.0	0.0	1.2491417	0.41669036	1.0	18.98160564	4.3465959	12.23079837	0.0
l1	common_scale_parameter	t3	80	2	8.0	213	299	1.18416443	0.31362901	0.04666667	1.0	0.0	1.0	1.0	0.0	0.0	0.73323619	2.19946231	1.0	15.99692717	3.32697977	9.63635058	0.0
l1	common_scale_parameter	t3	80	2	8.0	214	299	1.21593106	0.44752638	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.53698767	1.35535491	1.0	16.76020692	3.44880504	10.38029056	0.0
l1	common_scale_parameter	t3	80	2	8.0	215	299	1.27547854	0.70021466	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.59485778	0.56305647	0.0	20.07506497	4.38373988	13.38252594	0.0
l1	common_scale_parameter	t3	80	2	8.0	216	299	1.22998685	0.51314576	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.0408217	0.70732673	1.0	18.79035659	3.91622275	11.91223943	0.0
l1	common_scale_parameter	t3	80	2	8.0	217	299	1.28057843	0.6058594	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.84113522	0.72643844	0.0	21.85740301	4.13312659	13.9460286	0.0
l1	common_scale_parameter	t3	80	2	8.0	218	299	1.28951318	0.58739404	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.92800395	1.12452692	1.0	20.89137443	4.20204585	13.71056243	0.0
l1	common_scale_parameter	t3	80	2	8.0	219	299	1.32454587	0.69470442	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.53817449	0.54901686	0.0	27.3632488	4.98608076	17.46440516	0.0
l1	common_scale_parameter	t3	80	2	8.0	220	299	1.21275063	0.43579697	0.00333333	1.0	1.0	1.0	1.0	1.0	0.0	1.2659168	1.33828668	1.0	15.15668323	3.84258594	10.04323511	0.0
l1	common_scale_parameter	t3	80	2	8.0	221	299	1.3225809	0.57557626	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.36326771	1.24190652	1.0	26.93578333	3.96882518	16.16640053	0.0
l1	common_scale_parameter	t3	80	2	8.0	222	299	1.21810953	0.53456412	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.57313296	0.8475987	0.0	18.55568051	3.90790017	11.68883039	0.0
l1	common_scale_parameter	t3	80	2	8.0	223	299	1.29186225	0.58752687	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.67120189	0.93806448	0.0	24.97295457	4.73104345	15.90827489	0.0
l1	common_scale_parameter	t3	80	2	8.0	224	299	1.28429432	0.68056326	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.75329328	0.47620226	0.0	22.0447284	4.64677374	14.55923085	0.0
l1	common_scale_parameter	t3	80	2	8.0	225	299	1.25244212	0.53217513	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.46690458	1.18922726	1.0	21.34441106	3.83443613	13.09875277	0.0
l1	common_scale_parameter	t3	80	2	8.0	226	299	1.21711913	0.47443822	0.00666667	1.0	0.0	1.0	1.0	0.0	0.0	0.59175454	1.16493751	1.0	20.16539982	3.75172213	12.17043284	0.0
l1	common_scale_parameter	t3	80	2	8.0	227	299	1.3041791	0.71030183	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.51715223	0.53638312	0.0	23.54682907	4.12888128	14.88267683	0.0
l1	common_scale_parameter	t3	80	2	8.0	228	299	1.24877397	0.47919232	0.00666667	1.0	0.0	1.0	1.0	0.0	0.0	0.85337783	1.1442712	1.0	19.34831067	4.16418462	12.58607839	0.0
l1	common_scale_parameter	t3	80	2	8.0	229	299	1.22817694	0.49369271	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.85992893	0.69703848	0.0	20.85292342	3.96894401	12.80352479	0.0
l1	common_scale_parameter	t3	80	2	8.0	230	299	1.23169678	0.39357064	0.03333333	1.0	0.0	1.0	1.0	0.0	0.5	0.47895986	2.02939976	1.0	18.50141912	3.41688663	11.21284927	0.0
l1	common_scale_parameter	t3	80	2	8.0	231	299	1.1742159	0.38717222	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.69239228	1.53312831	1.0	14.10771148	3.41487074	8.82320865	0.0
l1	common_scale_parameter	t3	80	2	8.0	232	299	1.18349203	0.5737595	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.57091314	0.81118567	0.0	15.47603365	3.27176442	9.33814867	0.0
l1	common_scale_parameter	t3	80	2	8.0	233	299	1.26126223	0.62222353	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.69130389	1.16565537	1.0	18.51852976	3.78212898	11.94827013	0.0
l1	common_scale_parameter	t3	80	2	8.0	234	299	1.24768547	0.5730107	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.96537953	0.60283202	0.0	21.36864591	4.1282303	13.38645182	0.0
l1	common_scale_parameter	t3	80	2	8.0	235	299	1.28782634	0.66621198	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.88680157	0.52507566	0.0	22.89282831	4.62350607	14.93255008	0.0
l1	common_scale_parameter	t3	80	2	8.0	236	299	1.28975498	0.76212283	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.50708747	0.59672422	0.0	20.62302156	4.43722262	13.82298901	0.0
l1	common_scale_parameter	t3	80	2	8.0	237	299	1.2601327	0.33228275	0.02666667	1.0	1.0	0.0	1.0	0.0	0.0	2.57862803	0.46561185	1.0	22.66274369	5.1292434	14.91362054	0.0
l1	common_scale_parameter	t3	80	2	8.0	238	299	1.24202699	0.46635021	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.61531801	1.44425996	1.0	17.63532336	3.70771347	11.29753277	0.0
l1	common_scale_parameter	t3	80	2	8.0	239	299	1.2781168	0.50743008	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.47188395	0.56414413	1.0	21.41248127	5.05255065	14.53411633	0.0
l1	common_scale_parameter	t3	80	2	8.0	240	299	1.25867448	0.6061886	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.94522895	0.6221578	0.0	19.76685827	4.16356784	12.86737917	0.0
l1	common_scale_parameter	t3	80	2	8.0	241	299	1.16552218	0.38311855	0.01	1.0	0.0	1.0	1.0	0.0	0.0	0.92360212	1.15040302	1.0	15.23284989	3.68627348	9.54249504	0.0
l1	common_scale_parameter	t3	80	2	8.0	242	299	1.23244039	0.46350671	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.49616823	0.43689729	1.0	19.80804452	4.64140853	13.02717922	0.0
l1	common_scale_parameter	t3	80	2	8.0	243	299	1.19495154	0.46712675	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.93771378	0.67803123	0.0	19.33710182	3.67674952	11.53454612	0.0
l1	common_scale_parameter	t3	80	2	8.0	244	299	1.23129221	0.4453501	0.01	1.0	1.0	0.0	1.0	0.0	0.0	1.26292301	0.95679394	1.0	15.61697672	3.78450213	10.36165742	0.0
l1	common_scale_parameter	t3	80	2	8.0	245	299	1.33473718	0.70919581	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.56577389	0.82605272	0.0	24.0694184	4.35117941	15.69253864	0.0
l1	common_scale_parameter	t3	80	2	8.0	246	299	1.22095427	0.61555495	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.75038986	0.76965319	0.0	16.76180553	3.91857857	10.93417923	0.0
l1	common_scale_parameter	t3	80	2	8.0	247	299	1.23644819	0.49608243	0.00666667	1.0	0.0	0.0	0.0	0.0	0.0	0.84974369	0.80042794	0.0	19.55895435	3.92994974	12.31576548	0.0
l1	common_scale_parameter	t3	80	2	8.0	248	299	1.21199988	0.55908762	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.67793834	0.8455894	0.0	18.59344635	4.28488027	11.99859101	0.0
l1	common_scale_parameter	t3	80	2	8.0	249	299	1.22414168	0.44024451	0.00666667	1.0	1.0	1.0	1.0	1.0	0.0	1.11809923	1.25243584	1.0	15.05006007	3.83922414	10.08300401	0.0
l1	common_scale_parameter	t3	80	2	8.0	250	299	1.34712723	0.60335985	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.24332675	0.42521841	1.0	27.52068238	5.08965444	17.91304527	0.0
l1	common_scale_parameter	t3	80	2	8.0	251	299	1.14384726	0.18754097	0.06	0.0	1.0	1.0	1.0	1.0	0.0	2.05949541	1.53009695	1.0	16.97053326	3.97635397	10.3839745	0.0
l1	common_scale_parameter	t3	80	2	8.0	252	299	1.16488363	0.31650088	0.03	1.0	0.0	1.0	1.0	0.0	0.0	0.87080087	1.6035118	1.0	17.44451068	3.26199302	9.98591459	0.0
l1	common_scale_parameter	t3	80	2	8.0	253	299	1.26051351	0.6404028	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.60721319	0.56534586	0.0	20.39082065	4.28000374	13.26639932	0.0
